ID,name,description,p,s,label,software
1949,-fprofile-correction,"Profiles collected using an instrumented binary for multi-threaded programs may be inconsistent due to missed counter updates. When this option is specified, GCC uses heuristics to correct or smooth out such inconsistencies. By default, GCC emits an error message when an inconsistent profile is detected.",1,4,limited-side-effect,gcc
1950,-fprofile-dir=path,"Set the directory to search for the profile data files in to path. This option affects only the profile data generated by -fprofile-generate, -ftest-coverage, -fprofile-arcs and used by -fprofile-use and -fbranch-probabilities and its related options. Both absolute and relative paths can be used. By default, GCC uses the current directory as path, thus the profile data file appears in the same directory as the object file. In order to prevent the file name clashing, if the object file name is not an absolute path, we mangle the absolute path of the sourcename.gcda file and use it as the file name of a .gcda file. See similar option -fprofile-note.",0,0,others,gcc
1951,-fprofile-exclude-files=regex,Instrument only functions from files whose name does not match any of the regular expressions (separated by semi-colons).,0,0,others,gcc
1952,-fprofile-filter-files=regex,Instrument only functions from files whose name matches any of the regular expressions (separated by semi-colons).,0,0,others,gcc
1953,-fprofile-generate=path,Enable options usually used for instrumenting application to produce profile useful for later recompilation with profile feedback based optimization. You must use -fprofile-generate both when compiling and when linking your program.,0,0,others,gcc
1954,-fprofile-info-section=name,"Register the profile information in the specified section instead of using a constructor/destructor. The section name is name if it is specified, otherwise the section name defaults to .gcov_info. A pointer to the profile information generated by -fprofile-arcs or -ftest-coverage is placed in the specified section for each translation unit. This option disables the profile information registration through a constructor and it disables the profile information processing through a destructor. This option is not intended to be used in hosted environments such as GNU/Linux. It targets systems with limited resources which do not support constructors and destructors. The linker could collect the input sections in a continuous memory block and define start and end symbols. The runtime support could dump the profiling information registered in this linker set during program termination to a serial line for example. A GNU linker script example which defines a linker output section follows:",0,0,others,gcc
1955,-fprofile-note=path,"If path is specified, GCC saves .gcno file into path location. If you combine the option with multiple source files, the .gcno file will be overwritten.",0,0,others,gcc
1956,-fprofile-partial-training,"With -fprofile-use all portions of programs not executed during train run are optimized agressively for size rather than speed. In some cases it is not practical to train all possible hot paths in the program. (For example, program may contain functions specific for a given hardware and trianing may not cover all hardware configurations program is run on.) With -fprofile-partial-training profile feedback will be ignored for all functions not executed during the train run leading them to be optimized as if they were compiled without profile feedback. This leads to better performance when train run is not representative but also leads to significantly bigger code.",1,4,limited-side-effect,gcc
1957,-fprofile-prefix-path=path,This option can be used in combination with profile-generate=profile_dir and profile-use=profile_dir to inform GCC where is the base directory of built source tree. By default profile_dir will contain files with mangled absolute paths of all object files in the built project. This is not desirable when directory used to build the instrumented binary differs from the directory used to build the binary optimized with profile feedback because the profile data will not be found during the optimized build. In such setups -fprofile-prefix-path=path with path pointing to the base directory of the build can be used to strip the irrelevant part of the path and keep all file names relative to the main build directory.,0,0,others,gcc
1958,-fprofile-reorder-functions,Function reordering based on profile instrumentation collects first time of execution of a function and orders these functions in ascending order.,1,4,limited-side-effect,gcc
1959,-fprofile-report,Makes the compiler print some statistics about consistency of the (estimated) profile and effect of individual passes.,1,6,function-tradeoff,gcc
1960,-fprofile-reproducible=[multithreaded|parallel-runs|serial],"Control level of reproducibility of profile gathered by -fprofile-generate. This makes it possible to rebuild program with same outcome which is useful, for example, for distribution packages.",0,0,others,gcc
1961,-fprofile-update=method,"Alter the update method for an application instrumented for profile feedback based optimization. The method argument should be one of single atomicor prefer-atomic The first one is useful for single-threaded applications, while the second one prevents profile corruption by emitting thread-safe code.",0,0,others,gcc
