ID,name,description,p,s,label,software,filter,study
1048,ipc.client.ping,"Send a ping to the server when timeout on reading the response, if set to true. If no failure is detected, the client retries until at least a byte is read or the time given by ipc.client.rpc-timeout.ms is passed.",1,5,workload-specific,core,0,1
1049,ipc.client.rpc-timeout.ms,"Timeout on waiting response from server, in milliseconds. If ipc.client.ping is set to true and this rpc-timeout is greater than the value of ipc.ping.interval, the effective value of the rpc-timeout is rounded up to multiple of ipc.ping.interval.",0,0,others,core,0,1
1050,ipc.client.tcpnodelay,Use TCP_NODELAY flag to bypass Nagle's algorithm transmission delays.,1,4,limited-side-effect,core,0,0
1052,ipc.maximum.response.length,This indicates the maximum IPC message length (bytes) that can be accepted by the client. Messages larger than this value are rejected immediately to avoid possible OOMs. This setting should rarely need to be changed. Set to 0 to disable.,0,0,others,core,0,0
1054,ipc.server.listen.queue.size,Indicates the length of the listen queue for servers accepting client connections.,0,0,others,core,0,0
1055,ipc.server.log.slow.rpc,This setting is useful to troubleshoot performance issues for various services. If this value is set to true then we log requests that fall into 99th percentile as well as increment RpcSlowCalls counter.,1,6,function-tradeoff,core,0,0
1056,ipc.server.max.connections,"The maximum number of concurrent connections a server is allowed to accept. If this limit is exceeded, incoming connections will first fill the listen queue and then may go to an OS-specific listen overflow queue. The client may fail or timeout, but the server can avoid running out of file descriptors using this feature. 0 means no limit.",1,1,resource,core,0,1
1057,net.topology.impl,The default implementation of NetworkTopology which is classic three layer one.,0,0,others,core,0,0
1060,net.topology.script.number.args,The max number of args that the script configured with net.topology.script.file.name should be run with. Each arg is an IP address.,0,0,others,core,0,0
1062,nfs.exports.allowed.hosts,"By default, the export can be mounted by any client. The value string contains machine name and access privilege, separated by whitespace characters. The machine name format can be a single host, a Java regular expression, or an IPv4 address. The access privilege uses rw or ro to specify read/write or read-only access of the machines to exports. If the access privilege is not provided, the default is read-only. Entries are separated by "";"". For example: ""192.168.0.0/22 rw ; host.*\.example\.com ; host1.test.org ro;"". Only the NFS gateway needs to restart after this property is updated.",0,0,others,core,0,0
1063,rpc.metrics.percentiles.intervals,A comma-separated list of the granularity in seconds for the metrics which describe the 50/75/90/95/99th percentile latency for rpc queue/processing time. The metrics are outputted if rpc.metrics.quantile.enable is set to true.,0,0,others,core,0,0
1064,rpc.metrics.quantile.enable,"Setting this property to true and rpc.metrics.percentiles.intervals to a comma-separated list of the granularity in seconds, the 50/75/90/95/99th percentile latency for rpc queue/processing time in milliseconds are added to rpc metrics.",0,0,others,core,0,0
1065,s3.blocksize,Block size,1,5,workload-specific,core,0,0
1066,s3.bytes-per-checksum,The number of bytes per checksum. Must not be larger than s3.stream-buffer-size,0,0,others,core,0,0
1067,s3.client-write-packet-size,Packet size for clients to write,0,0,others,core,0,0
1068,s3.replication,Replication factor,1,3,reliability-tradeoff,core,0,0
1069,s3.stream-buffer-size,"The size of buffer to stream files. The size of this buffer should probably be a multiple of hardware page size (4096 on Intel x86), and it determines how much data is buffered during read and write operations.",1,1,resource,core,0,0
1070,s3native.blocksize,Block size,1,5,workload-specific,core,0,0
1071,s3native.bytes-per-checksum,The number of bytes per checksum. Must not be larger than s3native.stream-buffer-size,0,0,others,core,0,0
1072,s3native.client-write-packet-size,Packet size for clients to write,0,0,others,core,0,0
1073,s3native.replication,Replication factor,1,3,reliability-tradeoff,core,0,0
1074,s3native.stream-buffer-size,"The size of buffer to stream files. The size of this buffer should probably be a multiple of hardware page size (4096 on Intel x86), and it determines how much data is buffered during read and write operations.",1,1,resource,core,0,0
1075,seq.io.sort.factor,The number of streams to merge at once while sorting files using SequenceFile.Sorter. This determines the number of open file handles.,0,0,others,core,0,1
1076,seq.io.sort.mb,"The total amount of buffer memory to use while sorting files, while using SequenceFile.Sorter, in megabytes. By default, gives each merge stream 1MB, which should minimize seeks.",1,1,resource,core,0,0
1077,tfile.fs.input.buffer.size,Buffer size used for FSDataInputStream in bytes.,1,1,resource,core,0,1
1078,tfile.fs.output.buffer.size,Buffer size used for FSDataOutputStream in bytes.,1,1,resource,core,0,0
1079,tfile.io.chunk.size,Value chunk size in bytes. Default to 1MB. Values of the length less than the chunk size is guaranteed to have known value length in read time (See also TFile.Reader.Scanner.Entry.isValueLengthKnown()).,0,0,others,core,0,0
1080,akka.ask.callstack,"If true, call stack for asynchronous asks are captured. That way, when an ask fails (for example times out), you get a proper exception, describing to the original method call and call site. Note that in case of having millions of concurrent RPC calls, this may add to the memory footprint.",1,6,function-tradeoff,flink,0,0
1081,akka.ask.timeout,Timeout used for all futures and blocking Akka calls. If Flink fails due to timeouts then you should try to increase this value. Timeouts can be caused by slow machines or a congested network. The timeout value requires a time-unit specifier (ms/s/min/h/d).,0,0,others,flink,0,1
1082,akka.client-socket-worker-pool.pool-size-factor,The pool size factor is used to determine thread pool size using the following formula: ceil(available processors * factor). Resulting size is then bounded by the pool-size-min and pool-size-max values.,1,1,resource,flink,0,0
1083,akka.client-socket-worker-pool.pool-size-max,Max number of threads to cap factor-based number to.,1,1,resource,flink,0,0
1084,akka.client-socket-worker-pool.pool-size-min,Min number of threads to cap factor-based number to.,1,1,resource,flink,0,0
1085,akka.fork-join-executor.parallelism-factor,The parallelism factor is used to determine thread pool size using the following formula: ceil(available processors * factor). Resulting size is then bounded by the parallelism-min and parallelism-max values.,1,1,resource,flink,0,0
1086,akka.fork-join-executor.parallelism-max,Max number of threads to cap factor-based parallelism number to.,1,1,resource,flink,0,0
1087,akka.fork-join-executor.parallelism-min,Min number of threads to cap factor-based parallelism number to.,1,1,resource,flink,0,0
1088,akka.framesize,"Maximum size of messages which are sent between the JobManager and the TaskManagers. If Flink fails because messages exceed this limit, then you should increase it. The message size requires a size-unit specifier.",1,5,workload-specific,flink,0,1
1089,akka.jvm-exit-on-fatal-error,Exit JVM on fatal Akka errors.,0,0,others,flink,0,0
1090,akka.log.lifecycle.events,Turns on the Akka's remote logging of events. Set this value to 'true' in case of debugging.,1,6,function-tradeoff,flink,0,0
1091,akka.lookup.timeout,Timeout used for the lookup of the JobManager. The timeout value has to contain a time-unit specifier (ms/s/min/h/d).,0,0,others,flink,0,0
1092,akka.retry-gate-closed-for,Milliseconds a gate should be closed for after a remote connection was disconnected.,0,0,others,flink,0,0
1093,akka.server-socket-worker-pool.pool-size-factor,The pool size factor is used to determine thread pool size using the following formula: ceil(available processors * factor). Resulting size is then bounded by the pool-size-min and pool-size-max values.,1,1,resource,flink,0,0
